,lap,name,driverRef,since pit,until pit,position,year,clear lap?,raceId
1995,5,Australian Grand Prix,nasr,4.0,5,16.0,2016,overtaken,948.0
1996,9,Australian Grand Prix,ericsson,8.0,2,14.0,2016,overtaken,948.0
1997,10,Australian Grand Prix,massa,9.0,1,6.0,2016,overtaken,948.0
1998,10,Australian Grand Prix,wehrlein,9.0,1,13.0,2016,overtaken,948.0
1999,10,Australian Grand Prix,nasr,9.0,0,16.0,2016,overtaken,948.0
2000,10,Australian Grand Prix,gutierrez,9.0,Unknown,19.0,2016,overtaken,948.0
2001,10,Australian Grand Prix,haryanto,9.0,2,18.0,2016,overtaken,948.0
2002,10,Australian Grand Prix,haryanto,9.0,2,19.0,2016,overtaken,948.0
2003,12,Australian Grand Prix,palmer,11.0,0,11.0,2016,overtaken,948.0
2004,12,Australian Grand Prix,grosjean,11.0,6,13.0,2016,overtaken,948.0
2005,13,Australian Grand Prix,grosjean,12.0,5,12.0,2016,overtaken,948.0
2006,14,Australian Grand Prix,bottas,13.0,3,8.0,2016,overtaken,948.0
2007,14,Australian Grand Prix,button,13.0,1,7.0,2016,overtaken,948.0
2008,14,Australian Grand Prix,bottas,13.0,3,9.0,2016,overtaken,948.0
2009,14,Australian Grand Prix,bottas,13.0,3,10.0,2016,overtaken,948.0
2010,15,Australian Grand Prix,button,14.0,0,8.0,2016,overtaken,948.0
2011,15,Australian Grand Prix,button,14.0,0,9.0,2016,overtaken,948.0
2012,15,Australian Grand Prix,bottas,14.0,2,11.0,2016,overtaken,948.0
2013,16,Australian Grand Prix,hamilton,15.0,0,1.0,2016,overtaken,948.0
2014,16,Australian Grand Prix,perez,15.0,0,6.0,2016,overtaken,948.0
2015,2,Bahrain Grand Prix,wehrlein,1.0,9.0,14.0,2016,overtaken,949.0
2016,2,Bahrain Grand Prix,haryanto,1.0,7.0,18.0,2016,overtaken,949.0
2017,2,Bahrain Grand Prix,ericsson,1.0,11.0,17.0,2016,overtaken,949.0
2018,2,Bahrain Grand Prix,haryanto,1.0,7.0,19.0,2016,overtaken,949.0
2019,4,Bahrain Grand Prix,grosjean,3.0,7.0,6.0,2016,overtaken,949.0
2020,6,Bahrain Grand Prix,ricciardo,5.0,0.0,4.0,2016,overtaken,949.0
2021,7,Bahrain Grand Prix,bottas,6.0,1.0,3.0,2016,overtaken,949.0
2022,8,Bahrain Grand Prix,bottas,7.0,0.0,3.0,2016,overtaken,949.0
2023,8,Bahrain Grand Prix,haryanto,7.0,1.0,15.0,2016,overtaken,949.0
2024,8,Bahrain Grand Prix,magnussen,7.0,4.0,14.0,2016,overtaken,949.0
2025,8,Bahrain Grand Prix,hulkenberg,6.0,8.0,17.0,2016,overtaken,949.0
2026,10,Bahrain Grand Prix,ericsson,9.0,3.0,9.0,2016,overtaken,949.0
2027,10,Bahrain Grand Prix,nasr,9.0,0.0,8.0,2016,overtaken,949.0
2028,10,Bahrain Grand Prix,ericsson,9.0,3.0,10.0,2016,overtaken,949.0
2029,10,Bahrain Grand Prix,nasr,9.0,0.0,9.0,2016,overtaken,949.0
2030,11,Bahrain Grand Prix,hulkenberg,9.0,5.0,14.0,2016,overtaken,949.0
2031,12,Bahrain Grand Prix,perez,9.0,2.0,11.0,2016,overtaken,949.0
2032,12,Bahrain Grand Prix,perez,9.0,2.0,12.0,2016,overtaken,949.0
2033,12,Bahrain Grand Prix,massa,4.0,17.0,4.0,2016,overtaken,949.0
2034,12,Bahrain Grand Prix,massa,4.0,17.0,5.0,2016,overtaken,949.0
2035,12,Bahrain Grand Prix,ricciardo,5.0,12.0,4.0,2016,overtaken,949.0
2036,14,Bahrain Grand Prix,kvyat,13.0,2.0,2.0,2016,overtaken,949.0
2037,2,Chinese Grand Prix,massa,1.0,17.0,7.0,2016,overtaken,950.0
2038,2,Chinese Grand Prix,massa,1.0,17.0,8.0,2016,overtaken,950.0
2039,2,Chinese Grand Prix,ericsson,1.0,2.0,11.0,2016,overtaken,950.0
2040,3,Chinese Grand Prix,massa,2.0,16.0,9.0,2016,overtaken,950.0
2041,4,Chinese Grand Prix,sainz,3.0,0.0,5.0,2016,overtaken,950.0
2042,4,Chinese Grand Prix,hulkenberg,3.0,0.0,4.0,2016,overtaken,950.0
2043,4,Chinese Grand Prix,palmer,3.0,11.0,15.0,2016,overtaken,950.0
2044,8,Chinese Grand Prix,haryanto,7.0,10.0,8.0,2016,overtaken,950.0
2045,9,Chinese Grand Prix,gutierrez,8.0,10.0,5.0,2016,overtaken,950.0
2046,9,Chinese Grand Prix,wehrlein,8.0,6.0,4.0,2016,overtaken,950.0
2047,9,Chinese Grand Prix,alonso,8.0,7.0,3.0,2016,overtaken,950.0
2048,9,Chinese Grand Prix,palmer,8.0,6.0,7.0,2016,overtaken,950.0
2049,9,Chinese Grand Prix,haryanto,8.0,9.0,9.0,2016,overtaken,950.0
2050,9,Chinese Grand Prix,palmer,8.0,6.0,8.0,2016,overtaken,950.0
2051,9,Chinese Grand Prix,haryanto,8.0,9.0,10.0,2016,overtaken,950.0
2052,9,Chinese Grand Prix,haryanto,8.0,9.0,11.0,2016,overtaken,950.0
2053,9,Chinese Grand Prix,ericsson,4.0,19.0,14.0,2016,overtaken,950.0
2054,9,Chinese Grand Prix,hulkenberg,4.0,8.0,13.0,2016,overtaken,950.0
2055,9,Chinese Grand Prix,haryanto,8.0,9.0,12.0,2016,overtaken,950.0
2056,9,Chinese Grand Prix,haryanto,8.0,9.0,13.0,2016,overtaken,950.0
2057,9,Chinese Grand Prix,magnussen,4.0,11.0,16.0,2016,overtaken,950.0
2058,9,Chinese Grand Prix,ericsson,4.0,19.0,15.0,2016,overtaken,950.0
2059,4,Russian Grand Prix,raikkonen,3.0,16.0,2.0,2016,overtaken,951.0
2060,4,Russian Grand Prix,massa,3.0,14.0,4.0,2016,overtaken,951.0
2061,6,Russian Grand Prix,kvyat,4.0,2.0,15.0,2016,overtaken,951.0
2062,6,Russian Grand Prix,ricciardo,4.0,23.0,17.0,2016,overtaken,951.0
2063,7,Russian Grand Prix,raikkonen,6.0,13.0,3.0,2016,overtaken,951.0
2064,7,Russian Grand Prix,kvyat,5.0,1.0,16.0,2016,overtaken,951.0
2065,8,Russian Grand Prix,nasr,7.0,4.0,12.0,2016,overtaken,951.0
2066,8,Russian Grand Prix,ericsson,6.0,20.0,15.0,2016,overtaken,951.0
2067,9,Russian Grand Prix,wehrlein,8.0,4.0,14.0,2016,overtaken,951.0
2068,9,Russian Grand Prix,nasr,8.0,3.0,13.0,2016,overtaken,951.0
2069,10,Russian Grand Prix,nasr,9.0,2.0,14.0,2016,overtaken,951.0
2070,18,Russian Grand Prix,gutierrez,8.0,34.0,18.0,2016,overtaken,951.0
2071,19,Russian Grand Prix,bottas,2.0,34.0,5.0,2016,overtaken,951.0
2072,19,Russian Grand Prix,alonso,18.0,2.0,4.0,2016,overtaken,951.0
2073,20,Russian Grand Prix,alonso,19.0,1.0,5.0,2016,overtaken,951.0
2074,22,Russian Grand Prix,palmer,7.0,30.0,13.0,2016,overtaken,951.0
2075,24,Russian Grand Prix,ericsson,22.0,4.0,8.0,2016,overtaken,951.0
2076,27,Russian Grand Prix,wehrlein,13.0,12.0,17.0,2016,overtaken,951.0
2077,29,Russian Grand Prix,ricciardo,27.0,0.0,8.0,2016,overtaken,951.0
2078,29,Russian Grand Prix,ricciardo,27.0,0.0,9.0,2016,overtaken,951.0
2079,30,Russian Grand Prix,palmer,15.0,22.0,12.0,2016,overtaken,951.0
2080,31,Russian Grand Prix,sainz,19.0,21.0,10.0,2016,overtaken,951.0
2081,4,Spanish Grand Prix,wehrlein,3.0,7,18.0,2016,overtaken,952.0
2082,5,Spanish Grand Prix,ericsson,4.0,4,17.0,2016,overtaken,952.0
2083,6,Spanish Grand Prix,nasr,5.0,6,16.0,2016,overtaken,952.0
2084,8,Spanish Grand Prix,sainz,7.0,2,3.0,2016,overtaken,952.0
2085,9,Spanish Grand Prix,gutierrez,8.0,7,14.0,2016,overtaken,952.0
2086,10,Spanish Grand Prix,sainz,9.0,0,4.0,2016,overtaken,952.0
2087,12,Spanish Grand Prix,haryanto,11.0,10,9.0,2016,overtaken,952.0
2088,13,Spanish Grand Prix,haryanto,12.0,9,9.0,2016,overtaken,952.0
2089,14,Spanish Grand Prix,grosjean,13.0,1,2.0,2016,overtaken,952.0
2090,14,Spanish Grand Prix,haryanto,13.0,8,10.0,2016,overtaken,952.0
2091,14,Spanish Grand Prix,haryanto,13.0,8,11.0,2016,overtaken,952.0
2092,14,Spanish Grand Prix,haryanto,13.0,8,12.0,2016,overtaken,952.0
2093,15,Spanish Grand Prix,grosjean,14.0,0,3.0,2016,overtaken,952.0
2094,15,Spanish Grand Prix,gutierrez,14.0,1,5.0,2016,overtaken,952.0
2095,15,Spanish Grand Prix,haryanto,14.0,7,13.0,2016,overtaken,952.0
2096,16,Spanish Grand Prix,haryanto,15.0,6,14.0,2016,overtaken,952.0
2097,16,Spanish Grand Prix,haryanto,15.0,6,15.0,2016,overtaken,952.0
2098,17,Spanish Grand Prix,hulkenberg,6.0,Unknown,11.0,2016,overtaken,952.0
2099,17,Spanish Grand Prix,haryanto,16.0,5,15.0,2016,overtaken,952.0
2100,17,Spanish Grand Prix,haryanto,16.0,5,16.0,2016,overtaken,952.0
2101,17,Spanish Grand Prix,haryanto,16.0,5,17.0,2016,overtaken,952.0
2102,17,Spanish Grand Prix,haryanto,16.0,5,18.0,2016,overtaken,952.0
2103,7,Monaco Grand Prix,wehrlein,6.0,24,18.0,2016,overtaken,953.0
2104,8,Monaco Grand Prix,raikkonen,7.0,Unknown,10.0,2016,overtaken,953.0
2105,10,Monaco Grand Prix,haryanto,9.0,1,15.0,2016,overtaken,953.0
2106,16,Monaco Grand Prix,nasr,7.0,16,15.0,2016,overtaken,953.0
2107,17,Monaco Grand Prix,wehrlein,16.0,14,11.0,2016,overtaken,953.0
2108,19,Monaco Grand Prix,magnussen,11.0,2,14.0,2016,overtaken,953.0
2109,19,Monaco Grand Prix,wehrlein,18.0,12,13.0,2016,overtaken,953.0
2110,20,Monaco Grand Prix,nasr,11.0,12,16.0,2016,overtaken,953.0
2111,23,Monaco Grand Prix,button,14.0,7,10.0,2016,overtaken,953.0
2112,25,Monaco Grand Prix,haryanto,13.0,9,17.0,2016,overtaken,953.0
2113,37,Monaco Grand Prix,haryanto,2.0,10,16.0,2016,overtaken,953.0
2114,41,Monaco Grand Prix,gutierrez,8.0,36,10.0,2016,overtaken,953.0
2115,77,Monaco Grand Prix,gutierrez,44.0,0,11.0,2016,overtaken,953.0
2116,78,Monaco Grand Prix,rosberg,46.0,0,6.0,2016,overtaken,953.0
2117,2,Canadian Grand Prix,alonso,1.0,15,8.0,2016,overtaken,954.0
2118,2,Canadian Grand Prix,kvyat,1.0,15,14.0,2016,overtaken,954.0
2119,3,Canadian Grand Prix,alonso,2.0,14,9.0,2016,overtaken,954.0
2120,4,Canadian Grand Prix,palmer,3.0,Unknown,18.0,2016,overtaken,954.0
2121,7,Canadian Grand Prix,magnussen,6.0,32,20.0,2016,overtaken,954.0
2122,9,Canadian Grand Prix,gutierrez,8.0,4,13.0,2016,overtaken,954.0
2123,11,Canadian Grand Prix,hulkenberg,10.0,10,8.0,2016,overtaken,954.0
2124,11,Canadian Grand Prix,gutierrez,10.0,2,13.0,2016,overtaken,954.0
2125,11,Canadian Grand Prix,ericsson,10.0,3,17.0,2016,overtaken,954.0
2126,11,Canadian Grand Prix,ericsson,10.0,3,18.0,2016,overtaken,954.0
2127,12,Canadian Grand Prix,gutierrez,11.0,1,13.0,2016,overtaken,954.0
2128,12,Canadian Grand Prix,gutierrez,11.0,1,14.0,2016,overtaken,954.0
2129,15,Canadian Grand Prix,kvyat,14.0,2,12.0,2016,overtaken,954.0
2130,16,Canadian Grand Prix,grosjean,15.0,1,11.0,2016,overtaken,954.0
2131,16,Canadian Grand Prix,magnussen,15.0,23,15.0,2016,overtaken,954.0
2132,17,Canadian Grand Prix,ricciardo,16.0,4,3.0,2016,overtaken,954.0
2133,18,Canadian Grand Prix,verstappen,17.0,2,2.0,2016,overtaken,954.0
2134,18,Canadian Grand Prix,perez,17.0,12,9.0,2016,overtaken,954.0
2135,19,Canadian Grand Prix,magnussen,18.0,20,13.0,2016,overtaken,954.0
2136,21,Canadian Grand Prix,magnussen,20.0,18,14.0,2016,overtaken,954.0
2137,21,Canadian Grand Prix,magnussen,20.0,18,15.0,2016,overtaken,954.0
2138,24,Canadian Grand Prix,perez,23.0,6,7.0,2016,overtaken,954.0
2139,2,European Grand Prix,nasr,1.0,5.0,13.0,2016,overtaken,
2140,5,European Grand Prix,verstappen,4.0,0.0,7.0,2016,overtaken,
2141,5,European Grand Prix,verstappen,4.0,0.0,8.0,2016,overtaken,
2142,5,European Grand Prix,palmer,4.0,6.0,18.0,2016,overtaken,
2143,5,European Grand Prix,palmer,4.0,6.0,19.0,2016,overtaken,
2144,6,European Grand Prix,ricciardo,5.0,0.0,2.0,2016,overtaken,
2145,6,European Grand Prix,gutierrez,5.0,2.0,14.0,2016,overtaken,
2146,8,European Grand Prix,grosjean,7.0,2.0,7.0,2016,overtaken,
2147,8,European Grand Prix,ericsson,7.0,8.0,10.0,2016,overtaken,
2148,8,European Grand Prix,gutierrez,7.0,0.0,13.0,2016,overtaken,
2149,8,European Grand Prix,gutierrez,7.0,0.0,14.0,2016,overtaken,
2150,10,European Grand Prix,wehrlein,9.0,19.0,8.0,2016,overtaken,
2151,10,European Grand Prix,grosjean,9.0,0.0,7.0,2016,overtaken,
2152,10,European Grand Prix,ericsson,9.0,6.0,10.0,2016,overtaken,
2153,10,European Grand Prix,ericsson,9.0,6.0,11.0,2016,overtaken,
2154,10,European Grand Prix,palmer,9.0,1.0,13.0,2016,overtaken,
2155,10,European Grand Prix,alonso,4.0,14.0,15.0,2016,overtaken,
2156,11,European Grand Prix,bottas,10.0,8.0,4.0,2016,overtaken,
2157,11,European Grand Prix,wehrlein,10.0,18.0,8.0,2016,overtaken,
2158,11,European Grand Prix,wehrlein,10.0,18.0,9.0,2016,overtaken,
2159,13,European Grand Prix,hulkenberg,12.0,7.0,6.0,2016,overtaken,
2160,14,European Grand Prix,ericsson,13.0,2.0,11.0,2016,overtaken,
2161,2,Austrian Grand Prix,ricciardo,1.0,12.0,6.0,2016,overtaken,956.0
2162,2,Austrian Grand Prix,grosjean,1.0,24.0,13.0,2016,overtaken,956.0
2163,2,Austrian Grand Prix,haryanto,1.0,25.0,20.0,2016,overtaken,956.0
2164,2,Austrian Grand Prix,nasr,1.0,26.0,19.0,2016,overtaken,956.0
2165,6,Austrian Grand Prix,hulkenberg,5.0,2.0,4.0,2016,overtaken,956.0
2166,6,Austrian Grand Prix,hulkenberg,5.0,2.0,5.0,2016,overtaken,956.0
2167,6,Austrian Grand Prix,ricciardo,5.0,8.0,7.0,2016,overtaken,956.0
2168,7,Austrian Grand Prix,button,6.0,2.0,2.0,2016,overtaken,956.0
2169,7,Austrian Grand Prix,hulkenberg,6.0,1.0,6.0,2016,overtaken,956.0
2170,7,Austrian Grand Prix,hulkenberg,6.0,1.0,7.0,2016,overtaken,956.0
2171,7,Austrian Grand Prix,gutierrez,6.0,14.0,18.0,2016,overtaken,956.0
2172,8,Austrian Grand Prix,button,7.0,1.0,3.0,2016,overtaken,956.0
2173,9,Austrian Grand Prix,button,8.0,0.0,4.0,2016,overtaken,956.0
2174,11,Austrian Grand Prix,ericsson,10.0,1.0,10.0,2016,overtaken,956.0
2175,11,Austrian Grand Prix,ericsson,10.0,1.0,11.0,2016,overtaken,956.0
2176,11,Austrian Grand Prix,ericsson,10.0,1.0,12.0,2016,overtaken,956.0
2177,11,Austrian Grand Prix,haryanto,10.0,16.0,14.0,2016,overtaken,956.0
2178,11,Austrian Grand Prix,sainz,1.0,17.0,19.0,2016,overtaken,956.0
2179,12,Austrian Grand Prix,massa,11.0,0.0,9.0,2016,overtaken,956.0
2180,12,Austrian Grand Prix,massa,11.0,0.0,10.0,2016,overtaken,956.0
2181,12,Austrian Grand Prix,ericsson,11.0,0.0,12.0,2016,overtaken,956.0
2182,13,Austrian Grand Prix,nasr,12.0,15.0,9.0,2016,overtaken,956.0
2183,7,British Grand Prix,bottas,1.0,9.0,10.0,2016,overtaken,957.0
2184,7,British Grand Prix,massa,0.0,9.0,9.0,2016,overtaken,957.0
2185,16,British Grand Prix,rosberg,8.0,1.0,2.0,2016,overtaken,957.0
2186,21,British Grand Prix,perez,3.0,31.0,4.0,2016,overtaken,957.0
2187,24,British Grand Prix,bottas,7.0,27.0,14.0,2016,overtaken,957.0
2188,28,British Grand Prix,kvyat,11.0,24.0,10.0,2016,overtaken,957.0
2189,33,British Grand Prix,nasr,16.0,18.0,14.0,2016,overtaken,957.0
2190,38,British Grand Prix,verstappen,19.0,14.0,2.0,2016,overtaken,957.0
2191,39,British Grand Prix,magnussen,21.0,1.0,16.0,2016,overtaken,957.0
2192,40,British Grand Prix,bottas,23.0,11.0,13.0,2016,overtaken,957.0
2193,46,British Grand Prix,perez,28.0,6.0,5.0,2016,overtaken,957.0
2194,49,British Grand Prix,button,31.0,2.0,11.0,2016,overtaken,957.0
2195,2,Hungarian Grand Prix,perez,1.0,25.0,13.0,2016,overtaken,958.0
2196,5,Hungarian Grand Prix,gutierrez,4.0,10.0,12.0,2016,overtaken,958.0
2197,16,Hungarian Grand Prix,haryanto,15.0,13.0,17.0,2016,overtaken,958.0
2198,16,Hungarian Grand Prix,ericsson,15.0,1.0,19.0,2016,overtaken,958.0
2199,19,Hungarian Grand Prix,massa,18.0,6.0,12.0,2016,overtaken,958.0
2200,23,Hungarian Grand Prix,haryanto,22.0,6.0,18.0,2016,overtaken,958.0
2201,27,Hungarian Grand Prix,wehrlein,17.0,8.0,18.0,2016,overtaken,958.0
2202,31,Hungarian Grand Prix,alonso,15.0,13.0,6.0,2016,overtaken,958.0
2203,33,Hungarian Grand Prix,massa,7.0,32.0,19.0,2016,overtaken,958.0
2204,41,Hungarian Grand Prix,haryanto,11.0,27.0,21.0,2016,overtaken,958.0
2205,63,Hungarian Grand Prix,gutierrez,25.0,6.0,11.0,2016,overtaken,958.0
2206,2,German Grand Prix,magnussen,1.0,9.0,12.0,2016,overtaken,959.0
2207,2,German Grand Prix,wehrlein,1.0,10.0,19.0,2016,overtaken,959.0
2208,2,German Grand Prix,gutierrez,1.0,23.0,18.0,2016,overtaken,959.0
2209,2,German Grand Prix,ericsson,1.0,14.0,21.0,2016,overtaken,959.0
2210,4,German Grand Prix,nasr,3.0,3.0,16.0,2016,overtaken,959.0
2211,5,German Grand Prix,haryanto,4.0,8.0,20.0,2016,overtaken,959.0
2212,6,German Grand Prix,massa,5.0,3.0,10.0,2016,overtaken,959.0
2213,6,German Grand Prix,kvyat,5.0,1.0,14.0,2016,overtaken,959.0
2214,6,German Grand Prix,kvyat,5.0,1.0,15.0,2016,overtaken,959.0
2215,9,German Grand Prix,massa,8.0,0.0,11.0,2016,overtaken,959.0
2216,9,German Grand Prix,massa,8.0,0.0,12.0,2016,overtaken,959.0
2217,11,German Grand Prix,palmer,8.0,14.0,20.0,2016,overtaken,959.0
2218,12,German Grand Prix,button,11.0,1.0,8.0,2016,overtaken,959.0
2219,12,German Grand Prix,haryanto,11.0,1.0,15.0,2016,overtaken,959.0
2220,13,German Grand Prix,alonso,12.0,1.0,7.0,2016,overtaken,959.0
2221,14,German Grand Prix,gutierrez,13.0,11.0,10.0,2016,overtaken,959.0
2222,14,German Grand Prix,ericsson,13.0,2.0,13.0,2016,overtaken,959.0
2223,14,German Grand Prix,palmer,11.0,11.0,19.0,2016,overtaken,959.0
2224,15,German Grand Prix,grosjean,14.0,2.0,6.0,2016,overtaken,959.0
2225,15,German Grand Prix,ericsson,14.0,1.0,14.0,2016,overtaken,959.0
2226,15,German Grand Prix,ericsson,14.0,1.0,15.0,2016,overtaken,959.0
2227,16,German Grand Prix,grosjean,15.0,1.0,7.0,2016,overtaken,959.0
2228,2,Belgian Grand Prix,grosjean,1.0,4,5.0,2016,overtaken,960.0
2229,2,Belgian Grand Prix,sainz,1.0,Unknown,7.0,2016,overtaken,960.0
2230,2,Belgian Grand Prix,kvyat,1.0,7,13.0,2016,overtaken,960.0
2231,4,Belgian Grand Prix,grosjean,3.0,2,5.0,2016,overtaken,960.0
2232,4,Belgian Grand Prix,ocon,3.0,2,11.0,2016,overtaken,960.0
2233,11,Belgian Grand Prix,perez,1.0,13,7.0,2016,overtaken,960.0
2234,11,Belgian Grand Prix,nasr,1.0,12,16.0,2016,overtaken,960.0
2235,11,Belgian Grand Prix,ocon,1.0,13,15.0,2016,overtaken,960.0
2236,11,Belgian Grand Prix,ocon,1.0,13,16.0,2016,overtaken,960.0
2237,12,Belgian Grand Prix,alonso,2.0,11,4.0,2016,overtaken,960.0
2238,12,Belgian Grand Prix,kvyat,2.0,9,7.0,2016,overtaken,960.0
2239,12,Belgian Grand Prix,palmer,2.0,10,9.0,2016,overtaken,960.0
2240,13,Belgian Grand Prix,palmer,3.0,9,10.0,2016,overtaken,960.0
2241,14,Belgian Grand Prix,palmer,4.0,8,11.0,2016,overtaken,960.0
2242,15,Belgian Grand Prix,palmer,5.0,7,12.0,2016,overtaken,960.0
2243,16,Belgian Grand Prix,grosjean,6.0,7,9.0,2016,overtaken,960.0
2244,17,Belgian Grand Prix,kvyat,7.0,4,8.0,2016,overtaken,960.0
2245,17,Belgian Grand Prix,grosjean,7.0,6,10.0,2016,overtaken,960.0
2246,18,Belgian Grand Prix,hulkenberg,8.0,5,3.0,2016,overtaken,960.0
2247,18,Belgian Grand Prix,grosjean,8.0,5,11.0,2016,overtaken,960.0
2248,18,Belgian Grand Prix,palmer,8.0,4,13.0,2016,overtaken,960.0
2249,19,Belgian Grand Prix,kvyat,9.0,2,9.0,2016,overtaken,960.0
2250,2,Italian Grand Prix,ricciardo,1.0,14.0,5.0,2016,overtaken,961.0
2251,2,Italian Grand Prix,wehrlein,1.0,14.0,12.0,2016,overtaken,961.0
2252,2,Italian Grand Prix,ocon,1.0,30.0,19.0,2016,overtaken,961.0
2253,5,Italian Grand Prix,hulkenberg,4.0,9.0,10.0,2016,overtaken,961.0
2254,6,Italian Grand Prix,gutierrez,5.0,10.0,18.0,2016,overtaken,961.0
2255,7,Italian Grand Prix,magnussen,6.0,7.0,16.0,2016,overtaken,961.0
2256,7,Italian Grand Prix,magnussen,6.0,7.0,17.0,2016,overtaken,961.0
2257,7,Italian Grand Prix,magnussen,6.0,7.0,18.0,2016,overtaken,961.0
2258,8,Italian Grand Prix,alonso,7.0,5.0,9.0,2016,overtaken,961.0
2259,8,Italian Grand Prix,ericsson,7.0,15.0,16.0,2016,overtaken,961.0
2260,10,Italian Grand Prix,kvyat,9.0,3.0,15.0,2016,overtaken,961.0
2261,11,Italian Grand Prix,bottas,10.0,2.0,4.0,2016,overtaken,961.0
2262,13,Italian Grand Prix,kvyat,12.0,0.0,16.0,2016,overtaken,961.0
2263,13,Italian Grand Prix,kvyat,12.0,0.0,17.0,2016,overtaken,961.0
2264,15,Italian Grand Prix,button,14.0,0.0,11.0,2016,overtaken,961.0
2265,15,Italian Grand Prix,sainz,14.0,8.0,10.0,2016,overtaken,961.0
2266,16,Italian Grand Prix,wehrlein,15.0,0.0,8.0,2016,overtaken,961.0
2267,16,Italian Grand Prix,gutierrez,15.0,0.0,13.0,2016,overtaken,961.0
2268,17,Italian Grand Prix,sainz,16.0,6.0,8.0,2016,overtaken,961.0
2269,17,Italian Grand Prix,ericsson,16.0,6.0,10.0,2016,overtaken,961.0
2270,18,Italian Grand Prix,ericsson,17.0,5.0,12.0,2016,overtaken,961.0
2271,18,Italian Grand Prix,ocon,17.0,14.0,15.0,2016,overtaken,961.0
2272,3,Singapore Grand Prix,ocon,1.0,16.0,15.0,2016,overtaken,962.0
2273,4,Singapore Grand Prix,wehrlein,2.0,14.0,14.0,2016,overtaken,962.0
2274,4,Singapore Grand Prix,palmer,2.0,7.0,17.0,2016,overtaken,962.0
2275,5,Singapore Grand Prix,ocon,3.0,14.0,16.0,2016,overtaken,962.0
2276,5,Singapore Grand Prix,palmer,3.0,6.0,18.0,2016,overtaken,962.0
2277,6,Singapore Grand Prix,wehrlein,4.0,12.0,15.0,2016,overtaken,962.0
2278,14,Singapore Grand Prix,nasr,12.0,3.0,11.0,2016,overtaken,962.0
2279,14,Singapore Grand Prix,ocon,12.0,5.0,14.0,2016,overtaken,962.0
2280,15,Singapore Grand Prix,wehrlein,13.0,3.0,12.0,2016,overtaken,962.0
2281,15,Singapore Grand Prix,button,13.0,0.0,17.0,2016,overtaken,962.0
2282,16,Singapore Grand Prix,wehrlein,14.0,2.0,13.0,2016,overtaken,962.0
2283,17,Singapore Grand Prix,ocon,15.0,2.0,15.0,2016,overtaken,962.0
2284,18,Singapore Grand Prix,wehrlein,16.0,0.0,12.0,2016,overtaken,962.0
2285,18,Singapore Grand Prix,ocon,16.0,1.0,15.0,2016,overtaken,962.0
2286,19,Singapore Grand Prix,ocon,17.0,0.0,15.0,2016,overtaken,962.0
2287,21,Singapore Grand Prix,ericsson,12.0,4.0,14.0,2016,overtaken,962.0
2288,25,Singapore Grand Prix,nasr,7.0,10.0,13.0,2016,overtaken,962.0
2289,25,Singapore Grand Prix,palmer,13.0,9.0,16.0,2016,overtaken,962.0
2290,27,Singapore Grand Prix,gutierrez,8.0,9.0,11.0,2016,overtaken,962.0
2291,27,Singapore Grand Prix,sainz,19.0,0.0,10.0,2016,overtaken,962.0
2292,29,Singapore Grand Prix,nasr,11.0,6.0,11.0,2016,overtaken,962.0
2293,29,Singapore Grand Prix,wehrlein,10.0,7.0,16.0,2016,overtaken,962.0
2294,2,Malaysian Grand Prix,raikkonen,1.0,18,4.0,2016,overtaken,963.0
2295,3,Malaysian Grand Prix,perez,2.0,6,3.0,2016,overtaken,963.0
2296,3,Malaysian Grand Prix,ocon,2.0,9,10.0,2016,overtaken,963.0
2297,3,Malaysian Grand Prix,ocon,2.0,9,11.0,2016,overtaken,963.0
2298,3,Malaysian Grand Prix,nasr,2.0,29,16.0,2016,overtaken,963.0
2299,3,Malaysian Grand Prix,magnussen,1.0,Unknown,20.0,2016,overtaken,963.0
2300,4,Malaysian Grand Prix,perez,3.0,5,4.0,2016,overtaken,963.0
2301,4,Malaysian Grand Prix,sainz,3.0,16,10.0,2016,overtaken,963.0
2302,4,Malaysian Grand Prix,wehrlein,3.0,5,15.0,2016,overtaken,963.0
2303,4,Malaysian Grand Prix,palmer,3.0,27,14.0,2016,overtaken,963.0
2304,6,Malaysian Grand Prix,grosjean,5.0,Unknown,9.0,2016,overtaken,963.0
2305,6,Malaysian Grand Prix,ericsson,5.0,15,13.0,2016,overtaken,963.0
2306,6,Malaysian Grand Prix,ocon,5.0,6,12.0,2016,overtaken,963.0
2307,7,Malaysian Grand Prix,palmer,6.0,24,15.0,2016,overtaken,963.0
2308,9,Malaysian Grand Prix,sainz,8.0,11,10.0,2016,overtaken,963.0
2309,11,Malaysian Grand Prix,ocon,10.0,1,7.0,2016,overtaken,963.0
2310,11,Malaysian Grand Prix,nasr,10.0,21,11.0,2016,overtaken,963.0
2311,11,Malaysian Grand Prix,hulkenberg,1.0,17,13.0,2016,overtaken,963.0
2312,11,Malaysian Grand Prix,nasr,10.0,21,12.0,2016,overtaken,963.0
2313,11,Malaysian Grand Prix,button,1.0,26,11.0,2016,overtaken,963.0
2314,11,Malaysian Grand Prix,nasr,10.0,21,13.0,2016,overtaken,963.0
2315,12,Malaysian Grand Prix,palmer,11.0,19,10.0,2016,overtaken,963.0
2316,3,Japanese Grand Prix,perez,2.0,9.0,3.0,2016,overtaken,964.0
